merchant_id,industry_segment,settlement_frequency,monthly_txn_count,average_ticket_size,monthly_transaction_volume,chargeback_rate,fraud_alert_rate,days_since_last_chargeback,concentration_ratio,reserve_coverage_ratio,prior_default_flag,gross_exposure,net_exposure,synthetic_pd_signal,risk_label
M01919,digital_services,daily,470,81.54,38323.83,0.01561,0.01715,89,0.1521,0.5341,0,4613.41,4126.13,0.9998,1
M01920,electronics,daily,1502,239.91,360340.08,0.01033,0.01086,20,0.3038,0.9302,0,33060.67,24526.62,0.9794,1
M01921,gaming,daily,1107,125.81,139270.65,0.02586,0.02712,28,0.3319,1.0484,0,21278.0,14817.03,1.0,1
M01922,retail,daily,1121,58.54,65624.72,0.0002,0.00018,16,0.2321,0.696,0,7680.86,6390.64,0.0167,0
M01923,travel,twice_weekly,1760,470.44,827967.45,0.02251,0.02257,27,0.1815,0.7042,0,124434.51,112515.92,1.0,1
M01924,retail,daily,969,48.3,46798.55,0.00627,0.0088,51,0.1041,0.8592,0,7873.8,6056.6,0.7061,1
M01925,fuel,twice_weekly,644,70.82,45605.05,0.00504,0.00846,18,0.324,0.8426,0,3918.88,3315.74,0.6469,0
M01926,grocery,daily,1305,52.18,68095.48,0.00382,0.00304,5,0.3858,0.7427,0,9919.86,8075.51,0.2012,0
M01927,retail,daily,1209,70.56,85303.06,0.00913,0.01343,43,0.2145,0.6172,0,10695.59,9223.58,0.9858,1
M01928,marketplace,daily,373,33.04,12322.66,0.01465,0.0239,181,0.2247,0.923,0,1285.87,957.53,0.9999,1
M01929,grocery,daily,2444,40.14,98109.72,0.00323,0.00311,22,0.2938,1.0302,0,7309.23,5141.24,0.0915,0
M01930,travel,daily,1095,465.82,510068.32,0.02496,0.04273,69,0.0703,0.5857,0,46791.46,40919.91,1.0,1
M01931,digital_services,daily,657,98.61,64787.28,0.00505,0.00774,70,0.2659,0.4514,0,6012.7,5568.94,0.7478,1
M01932,digital_services,weekly,453,78.85,35719.22,0.01488,0.014,45,0.1101,0.7083,0,3281.68,3208.57,0.9989,1
M01933,restaurants,weekly,723,34.62,25029.64,0.00305,0.0034,56,0.0374,1.0475,0,2883.84,2374.53,0.0597,0
M01934,restaurants,daily,1051,39.85,41884.61,0.0006,0.00076,62,0.2969,0.6347,0,6208.84,5312.54,0.0275,0
M01935,marketplace,daily,823,66.63,54834.29,0.00985,0.01648,17,0.1599,0.878,0,8615.88,6565.0,0.9944,1
M01936,grocery,daily,688,40.35,27757.64,0.00186,0.00279,62,0.0962,0.711,0,4436.57,3665.79,0.0522,0
M01937,travel,weekly,1291,406.04,524192.77,0.01833,0.03228,33,0.1409,0.8329,0,71806.77,66137.12,1.0,1
M01938,digital_services,daily,273,86.67,23659.59,0.0183,0.03102,6,0.0504,0.9871,0,2085.18,1501.25,1.0,1
M01939,retail,daily,1302,94.58,123138.64,0.003,0.00338,25,0.2364,0.8433,0,12437.16,9643.06,0.1169,0
M01940,grocery,daily,133,37.63,5004.97,0.00179,0.00171,16,0.0602,0.4772,0,617.65,565.94,0.0506,0
M01941,fuel,daily,492,54.94,27030.21,0.00249,0.00271,190,0.0331,0.9334,0,4634.85,3432.68,0.0434,0
M01942,travel,daily,1771,256.83,454848.18,0.01481,0.02539,54,0.2501,0.5553,0,41681.25,36937.87,1.0,1
M01943,travel,weekly,2276,505.29,1150038.49,0.02294,0.0207,23,0.3336,0.763,0,155301.01,147979.43,1.0,1
M01944,fuel,weekly,2340,60.9,142494.57,0.00056,0.00075,91,0.0995,0.8367,0,24418.12,22447.81,0.0142,0
M01945,restaurants,daily,3761,56.43,212243.52,0.00406,0.00692,20,0.4233,0.6646,0,20492.67,17298.37,0.5564,0
M01946,healthcare,daily,5233,91.88,480810.0,0.00294,0.0035,178,0.1532,0.5469,0,40814.52,36302.17,0.1614,1
M01947,fuel,daily,682,71.89,49027.21,0.00323,0.00305,102,0.1343,0.6979,0,5663.67,4708.3,0.1104,1
M01948,healthcare,daily,1115,125.23,139635.92,0.00398,0.00429,187,0.02,0.6245,0,10560.46,9077.43,0.1973,1
M01949,grocery,daily,1097,27.46,30125.65,0.00293,0.00465,3,0.0291,1.1346,0,5130.03,3402.15,0.0725,0
M01950,healthcare,daily,846,107.77,91176.28,0.00368,0.00294,13,0.6402,0.9696,0,14165.71,10294.14,0.2064,0
M01951,electronics,weekly,2357,333.93,787082.3,0.00214,0.00304,133,0.3412,0.7809,0,56903.11,53755.54,0.1251,0
M01952,grocery,weekly,1363,23.9,32574.49,0.00266,0.00383,15,0.2423,0.8858,0,3388.18,3039.09,0.1017,0
M01953,restaurants,twice_weekly,2096,63.64,133390.69,0.00537,0.00495,187,0.3505,0.9503,0,11578.68,9272.92,0.3839,0
M01954,electronics,twice_weekly,3833,272.9,1046018.61,0.01012,0.00947,8,0.2002,0.9905,0,157049.41,123124.04,0.9694,1
M01955,healthcare,daily,618,122.89,75945.28,0.00368,0.0053,70,0.1469,0.9405,0,6323.68,4666.2,0.1809,0
M01956,electronics,daily,770,261.65,201468.64,0.02076,0.02391,29,0.1064,0.7627,0,32779.85,26432.53,1.0,1
M01957,digital_services,daily,1904,125.38,238721.44,0.02305,0.02846,29,0.3227,0.7149,0,32247.52,26596.77,1.0,1
M01958,grocery,twice_weekly,367,51.37,18853.44,0.00198,0.00211,42,0.02,0.9953,0,3087.34,2414.28,0.0251,1
M01959,restaurants,daily,1809,27.22,49235.96,0.00406,0.00552,198,0.2864,0.9329,0,7550.87,5594.03,0.2725,1
M01960,digital_services,weekly,1247,101.46,126523.98,0.00919,0.00707,33,0.0572,0.8586,0,14366.89,13064.15,0.8524,1
M01961,digital_services,daily,1054,107.35,113145.23,0.00728,0.00818,34,0.4986,0.4251,0,11131.21,10422.77,0.9384,1
M01962,travel,daily,820,393.71,322838.35,0.03181,0.03701,66,0.042,0.7611,0,27162.11,21919.49,1.0,1
M01963,digital_services,daily,300,63.4,19019.11,0.00789,0.0113,37,0.1242,0.8344,0,1842.55,1434.91,0.9325,1
M01964,fuel,weekly,1144,49.07,56136.67,0.00554,0.00556,176,0.304,0.7644,0,3382.88,3221.21,0.4873,1
M01965,marketplace,daily,1299,62.65,81382.7,0.02067,0.02617,71,0.1001,1.0592,0,14294.45,9894.84,1.0,1
M01966,grocery,daily,1566,28.19,44146.45,0.00057,0.00081,97,0.2315,0.9924,0,4923.59,3534.8,0.0131,0
M01967,marketplace,daily,1403,97.53,136837.33,0.00658,0.00693,33,0.2257,0.7282,0,16345.17,13397.36,0.7322,1
M01968,restaurants,twice_weekly,601,47.85,28759.9,0.00522,0.00668,172,0.2078,0.5726,0,3581.02,3436.08,0.584,0
M01969,travel,weekly,2948,484.33,1427810.22,0.02004,0.02808,51,0.2166,0.8766,0,217155.55,195688.16,1.0,1
M01970,gaming,daily,3492,110.59,386189.45,0.02075,0.02603,16,0.2859,0.8734,0,56075.8,42827.16,1.0,1
M01971,retail,weekly,1413,105.34,148846.07,0.00901,0.01372,37,0.2517,0.7584,0,17330.97,16550.16,0.9846,1
M01972,electronics,daily,2326,165.91,385896.64,0.01621,0.02728,97,0.108,0.7643,0,67307.26,54233.65,1.0,1
M01973,marketplace,twice_weekly,609,78.15,47593.49,0.01425,0.0102,136,0.2453,0.9269,0,6627.75,5373.12,0.9944,1
M01974,retail,daily,2629,80.79,212391.86,0.0144,0.01845,16,0.3584,0.56,0,16602.43,14683.26,0.9998,1
M01975,fuel,daily,650,32.28,20980.06,0.00352,0.00248,195,0.1418,1.2726,0,1346.16,821.21,0.0449,0
M01976,fuel,twice_weekly,529,50.46,26691.18,0.00221,0.00275,140,0.1993,0.68,0,1684.76,1540.57,0.0753,0
M01977,travel,daily,927,297.02,275340.29,0.01315,0.01312,27,0.2901,0.7496,0,33698.78,27343.18,0.998,1
M01978,electronics,daily,3051,322.84,984998.98,0.02175,0.028,34,0.2348,0.6696,0,122490.81,103162.64,1.0,1
M01979,marketplace,weekly,1123,72.32,81220.81,0.00374,0.00566,13,0.2195,0.4427,0,6648.7,7304.1,0.446,0
M01980,fuel,weekly,657,49.03,32209.81,0.00326,0.00293,85,0.1421,0.7216,0,3964.35,3851.97,0.1053,1
M01981,restaurants,daily,2803,64.44,180620.52,0.00034,0.0006,20,0.1358,0.9272,0,23155.95,17205.36,0.012,0
M01982,retail,twice_weekly,358,93.9,33614.88,0.00876,0.01125,11,0.2336,0.7132,1,2703.32,2434.27,0.9878,1
M01983,restaurants,twice_weekly,1758,50.14,88145.79,0.00257,0.00213,8,0.1359,0.8209,1,5862.86,5014.17,0.1588,0
M01984,retail,daily,2665,96.41,256933.81,0.00711,0.00888,24,0.2743,0.5844,0,42378.21,37081.7,0.8985,1
M01985,digital_services,weekly,420,97.35,40888.3,0.01357,0.01337,56,0.1448,1.0815,0,5883.7,4753.57,0.9959,1
M01986,healthcare,daily,2289,170.4,390041.89,0.00391,0.00297,57,0.1649,0.8707,0,38806.23,29678.45,0.1294,0
M01987,retail,twice_weekly,677,118.03,79907.14,0.00544,0.00702,14,0.3041,0.5898,1,6179.01,5884.2,0.8669,1
M01988,marketplace,daily,1977,60.54,119693.08,0.01326,0.02125,60,0.1121,0.9508,0,13559.53,9952.08,0.9997,1
M01989,electronics,daily,1378,274.14,377771.1,0.01294,0.01549,192,0.2484,0.758,0,65062.04,52580.01,0.9988,1
M01990,fuel,daily,3155,68.16,215057.41,0.00308,0.00424,61,0.3075,0.6254,0,22186.64,19063.6,0.216,0
M01991,grocery,daily,1747,64.5,112689.87,0.00192,0.00195,318,0.2061,0.6621,0,11613.59,9814.55,0.055,0
M01992,marketplace,weekly,887,51.83,45973.97,0.02437,0.03722,92,0.1357,0.5701,0,4547.72,4732.47,1.0,1
M01993,retail,weekly,344,104.61,35986.63,0.00522,0.00821,223,0.13,0.7427,0,3270.27,3146.28,0.6063,1
M01994,grocery,daily,467,45.26,21137.48,0.00339,0.00566,5,0.2147,0.8341,0,1712.34,1333.69,0.2286,1
M01995,travel,daily,169,319.76,54040.14,0.02524,0.04371,118,0.2115,0.7643,0,5560.49,4480.41,1.0,1
M01996,restaurants,daily,1343,51.64,69354.82,0.00567,0.00688,231,0.2242,0.5588,0,10163.66,8993.32,0.6626,0
M01997,retail,daily,1778,95.76,170265.52,0.00339,0.00551,95,0.1036,0.655,0,17211.82,14592.51,0.2469,1
M01998,retail,daily,2440,77.93,190154.19,0.00592,0.00915,316,0.1962,0.9022,0,25726.45,19363.02,0.7274,1
M01999,restaurants,weekly,685,47.28,32387.96,0.00453,0.00678,11,0.3209,0.8534,0,2647.87,2414.01,0.4679,1
M02000,gaming,twice_weekly,1622,105.21,170648.98,0.02911,0.02766,78,0.26,0.6344,0,14784.43,13801.8,1.0,1
M02001,restaurants,daily,1396,70.34,98200.9,0.00467,0.00638,58,0.0481,0.7094,0,7638.82,6316.36,0.3777,0
M02002,travel,daily,1657,364.24,603547.69,0.01322,0.01595,42,0.2485,0.3505,0,79238.03,76467.85,0.9996,1
M02003,electronics,twice_weekly,2838,183.52,520829.43,0.00886,0.00624,176,0.3196,0.7687,0,71455.22,62677.15,0.8929,1
M02004,marketplace,daily,734,52.6,38607.03,0.01696,0.02807,92,0.0313,0.6992,0,3891.11,3232.71,1.0,1
M02005,grocery,daily,448,47.73,21382.94,0.00249,0.00434,92,0.1158,0.8144,0,3039.1,2390.08,0.0948,0
M02006,healthcare,daily,1242,99.59,123696.65,0.0056,0.00832,6,0.0991,0.7639,0,15796.69,12730.58,0.6492,1
M02007,gaming,daily,3419,129.28,442003.56,0.02549,0.04447,0,0.2024,0.7878,0,35137.03,27993.26,1.0,1
M02008,fuel,daily,5053,53.52,270461.03,0.0037,0.00556,52,0.3343,0.755,0,38280.44,30981.7,0.3324,0
M02009,fuel,twice_weekly,1021,49.24,50273.93,0.00507,0.00539,28,0.2323,0.7907,0,8063.96,6998.87,0.3903,0
M02010,marketplace,daily,336,65.28,21934.5,0.01023,0.01168,21,0.1002,0.7229,0,2207.18,1813.63,0.9807,1
M02011,grocery,twice_weekly,854,59.91,51164.78,0.00167,0.00226,38,0.0605,0.7252,0,7605.02,6809.66,0.0383,0
M02012,retail,daily,5179,124.63,645482.88,0.00786,0.00914,15,0.1352,1.0896,0,86680.29,58987.43,0.8383,1
M02013,grocery,weekly,1694,30.16,51089.66,0.00272,0.0025,66,0.6585,0.9313,0,8652.06,7581.46,0.1267,0
M02014,travel,daily,2873,431.12,1238613.22,0.00771,0.01016,280,0.0398,0.7303,0,84346.81,69065.44,0.9268,1
M02015,travel,daily,1639,268.67,440346.53,0.01287,0.01085,89,0.1232,0.6263,1,34836.77,29920.79,0.9982,1
M02016,gaming,daily,1811,107.21,194154.85,0.03266,0.03406,13,0.4276,0.784,0,14623.53,11671.77,1.0,1
M02017,retail,daily,1600,121.83,194930.86,0.00837,0.01343,76,0.3652,0.7773,0,25605.87,20504.06,0.9813,1
M02018,grocery,daily,3051,55.02,167858.85,0.00239,0.00314,225,0.2407,0.6367,0,13551.82,11584.88,0.1051,0
M02019,digital_services,twice_weekly,1767,72.37,127879.69,0.01083,0.0128,106,0.3873,0.6137,0,8718.15,8214.63,0.9949,1
M02020,retail,daily,4830,112.21,541977.18,0.0016,0.00151,5,0.0485,0.496,0,67637.85,61485.75,0.058,0
M02021,marketplace,daily,512,87.89,45000.82,0.00494,0.00756,1,0.1488,0.911,0,7202.37,5396.35,0.5177,1
M02022,grocery,daily,509,39.0,19850.96,0.00193,0.00144,102,0.4828,0.8386,0,2906.28,2258.59,0.0565,0
M02023,grocery,twice_weekly,928,34.33,31856.41,0.00299,0.00421,0,0.1205,0.3337,0,2713.45,2875.79,0.2289,0
M02024,retail,weekly,2195,98.19,215528.63,0.00977,0.01452,246,0.3279,0.923,0,16953.8,14919.64,0.9902,1
M02025,travel,twice_weekly,935,397.33,371500.26,0.0164,0.02192,26,0.116,0.717,0,33226.12,29865.56,1.0,1
M02026,retail,daily,380,118.22,44924.09,0.01015,0.00887,66,0.1334,1.0158,0,7913.73,5610.1,0.9202,1
M02027,restaurants,twice_weekly,1073,39.91,42826.38,0.0037,0.00576,0,0.2745,0.8373,0,5770.35,4895.21,0.2983,0
M02028,retail,twice_weekly,782,94.45,73862.52,0.0074,0.00678,67,0.0542,0.9805,0,9979.78,7865.97,0.613,1
M02029,gaming,daily,802,108.54,87045.67,0.01936,0.02698,78,0.0518,0.6086,0,6206.76,5373.19,1.0,1
M02030,digital_services,daily,1340,77.22,103476.28,0.01498,0.02031,52,0.2367,0.7126,0,9249.42,7636.72,0.9999,1
M02031,grocery,twice_weekly,3268,44.07,144033.56,0.0025,0.00406,133,0.0378,0.5971,0,11399.44,10820.52,0.109,0
M02032,gaming,daily,1784,91.74,163662.88,0.02233,0.02123,66,0.301,0.6247,0,16088.38,13828.06,1.0,1
M02033,retail,twice_weekly,597,84.12,50221.33,0.00315,0.00228,100,0.1277,0.5296,0,8020.48,7840.47,0.1154,0
M02034,travel,daily,829,273.62,226834.74,0.01165,0.01916,43,0.1963,0.6509,0,15663.63,13304.75,0.9994,1
M02035,grocery,daily,2717,48.06,130579.14,0.00213,0.00363,38,0.1472,0.9078,0,11033.67,8280.54,0.0624,0
M02036,restaurants,daily,638,43.79,27935.98,0.00523,0.0054,65,0.2786,0.7185,0,3744.49,3083.16,0.4564,0
M02037,electronics,twice_weekly,1478,235.5,348075.72,0.01896,0.02038,6,0.2401,0.5303,0,32927.44,32178.81,1.0,1
M02038,grocery,weekly,613,41.82,25634.05,0.00177,0.00225,101,0.2751,0.7432,0,3899.45,3750.66,0.055,0
M02039,digital_services,daily,933,63.16,58924.87,0.01141,0.01074,3,0.0267,0.7077,0,6955.94,5756.24,0.9844,1
M02040,restaurants,daily,1369,40.96,56068.28,0.00468,0.00542,13,0.0902,0.7014,0,7099.48,5892.4,0.3401,1
M02041,retail,daily,1477,60.93,89993.34,0.00652,0.00705,37,0.2155,0.5397,0,15827.02,14121.13,0.7641,1
M02042,restaurants,daily,499,70.2,35031.7,0.00269,0.00472,81,0.0812,0.7322,0,2693.31,2203.36,0.1286,0
M02043,digital_services,weekly,1128,113.28,127780.53,0.02458,0.03236,3,0.4903,0.9601,0,9755.38,8420.29,1.0,1
M02044,healthcare,daily,2372,139.01,329723.85,0.0009,0.00127,1,0.0966,0.712,0,28237.99,23320.7,0.0261,0
M02045,electronics,daily,1645,288.48,474552.18,0.01575,0.02322,17,0.2188,0.6052,0,70211.41,60874.05,1.0,1
M02046,grocery,daily,2364,24.36,57591.19,0.00132,0.002,21,0.1031,0.86,0,8611.37,6621.44,0.0274,0
M02047,travel,weekly,5155,321.33,1656476.35,0.01535,0.02179,137,0.159,0.6202,0,157350.82,160152.97,1.0,1
M02048,digital_services,daily,1811,117.75,213241.11,0.00501,0.00864,25,0.3569,0.7575,0,17818.01,14403.41,0.75,1
M02049,fuel,twice_weekly,1047,67.11,70266.63,0.0027,0.00329,6,0.1102,0.6836,0,7964.44,7270.48,0.1006,0
M02050,retail,daily,3334,63.72,212445.96,0.00419,0.00456,44,0.1955,1.1094,0,14829.85,9978.53,0.1628,0
M02051,electronics,daily,2518,355.17,894306.81,0.01884,0.02464,108,0.1184,0.6807,0,160768.2,134712.25,1.0,1
M02052,grocery,twice_weekly,806,41.88,33759.0,0.00064,0.0008,2,0.2687,0.6187,0,5257.74,4943.0,0.028,0
M02053,travel,daily,941,230.94,217312.06,0.02005,0.03225,145,0.1248,0.3721,0,23190.32,22187.53,1.0,1
M02054,restaurants,twice_weekly,1854,41.67,77254.79,0.00314,0.00355,32,0.1998,0.8565,0,7409.45,6226.01,0.1153,0
M02055,retail,daily,8388,84.13,705680.22,0.00599,0.00862,22,0.1022,0.8489,0,90882.87,70266.79,0.7307,1
M02056,travel,twice_weekly,1470,291.01,427791.31,0.01028,0.00828,106,0.2424,0.632,0,34742.45,32469.36,0.9699,1
M02057,electronics,twice_weekly,2172,160.17,347886.02,0.01329,0.02316,3,0.2006,0.7484,0,24570.22,21761.35,0.9999,1
M02058,travel,twice_weekly,1101,161.52,177830.8,0.02183,0.03327,19,0.2818,0.9274,0,28911.32,23432.97,1.0,1
M02059,grocery,daily,1150,26.72,30722.39,0.00321,0.00444,62,0.21,0.6611,0,3303.72,2793.25,0.1847,0
M02060,grocery,twice_weekly,1345,39.06,52530.59,0.00276,0.00308,3,0.0217,0.968,0,9230.15,7323.4,0.0542,0
M02061,electronics,weekly,1119,290.98,325612.05,0.00818,0.01016,93,0.2447,0.7346,0,51068.18,49319.35,0.9495,1
M02062,retail,daily,3502,92.23,322988.06,0.01212,0.01749,64,0.4902,0.9366,0,28323.19,20942.74,0.999,1
M02063,gaming,daily,716,137.49,98440.29,0.03687,0.06492,64,0.1387,0.5596,0,13800.62,12207.2,1.0,1
M02064,grocery,twice_weekly,3735,42.85,160048.35,0.00311,0.00547,8,0.1266,0.6702,0,12807.45,11763.99,0.2199,0
M02065,travel,daily,936,300.36,281134.98,0.02973,0.04459,0,0.3368,0.8264,0,40226.02,31450.3,1.0,1
M02066,electronics,twice_weekly,1011,261.86,264742.8,0.01403,0.01049,96,0.4317,0.9872,0,34382.55,27002.99,0.996,1
M02067,gaming,twice_weekly,1446,89.87,129958.4,0.03376,0.04835,22,0.3521,0.7755,1,18540.57,16210.04,1.0,1
M02068,electronics,daily,646,216.99,140178.61,0.01392,0.01708,45,0.0646,0.8326,0,13417.98,10458.7,0.9992,1
M02069,retail,daily,3720,101.72,378384.96,0.00373,0.00631,62,0.0707,1.1253,0,34484.38,22992.73,0.1852,0
M02070,gaming,daily,888,112.02,99469.88,0.01874,0.01544,62,0.2534,0.9607,0,7470.72,5454.6,0.9999,1
M02071,restaurants,daily,3235,49.59,160417.08,0.00695,0.00584,17,0.3438,0.5288,0,27954.01,25058.45,0.7853,1
M02072,travel,weekly,1966,249.13,489796.51,0.03307,0.02976,9,0.0827,0.5891,0,77366.6,79838.17,1.0,1
M02073,retail,daily,1135,85.14,96630.02,0.00278,0.00196,80,0.0971,0.7564,0,16338.71,13214.29,0.0625,0
M02074,restaurants,daily,722,46.45,33538.81,0.00515,0.00638,33,0.3893,0.9842,0,2709.42,1953.77,0.4722,0
M02075,retail,weekly,1485,102.66,152450.99,0.00524,0.00531,72,0.253,0.8077,0,12109.68,11292.07,0.4174,1
M02076,gaming,daily,989,72.05,71258.23,0.03508,0.02846,50,0.0459,0.6059,1,9003.1,7803.23,1.0,1
M02077,electronics,weekly,80,209.47,16757.89,0.01614,0.0272,180,0.2996,0.437,0,2631.25,2897.48,1.0,1
M02078,fuel,daily,897,46.08,41333.53,0.00195,0.00151,137,0.3952,0.7424,0,6981.0,5683.68,0.0599,0
M02079,retail,daily,624,85.77,53518.82,0.0017,0.00121,6,0.3032,0.7034,0,7111.79,5897.08,0.0506,0
M02080,grocery,daily,1291,38.52,49728.02,0.0025,0.00444,5,0.1297,0.7812,0,3765.83,3009.75,0.112,1
M02081,retail,twice_weekly,2533,70.35,178188.95,0.00362,0.00423,56,0.0784,0.7458,0,22018.44,19525.27,0.1694,0
M02082,fuel,twice_weekly,3760,46.96,176578.54,0.0017,0.00196,174,0.1964,0.6037,0,17302.06,16375.23,0.0565,0
M02083,marketplace,weekly,1492,60.08,89633.44,0.00245,0.0024,9,0.1491,0.7674,0,10647.37,10123.79,0.0783,0
M02084,fuel,weekly,438,37.83,16570.27,0.00139,0.00135,98,0.0392,0.7441,0,1221.95,1174.85,0.0237,0
M02085,marketplace,twice_weekly,390,91.01,35492.28,0.01805,0.02995,20,0.2474,0.7631,0,5519.71,4854.46,1.0,1
M02086,retail,twice_weekly,558,110.26,61523.84,0.00663,0.00765,100,0.219,1.0578,0,6543.05,4944.82,0.6341,1
M02087,retail,daily,2145,103.16,221279.05,0.00284,0.00216,128,0.1698,0.4457,0,36989.71,34342.08,0.1301,0
M02088,retail,weekly,733,64.6,47351.6,0.005,0.00376,148,0.0865,0.6771,0,8071.06,8005.97,0.2601,0
M02089,marketplace,twice_weekly,788,75.78,59711.25,0.00633,0.00628,10,0.1145,0.4113,0,9831.72,10099.67,0.7364,1
M02090,travel,weekly,2038,373.37,760933.29,0.01569,0.02246,21,0.141,0.7458,0,108122.44,103867.08,1.0,1
M02091,retail,daily,1932,81.92,158278.94,0.00586,0.00878,20,0.2226,0.9474,0,9513.7,6994.83,0.69,1
M02092,restaurants,daily,1897,46.08,87418.92,0.0033,0.00508,157,0.2188,0.8814,0,7864.24,5981.89,0.1825,0
M02093,digital_services,twice_weekly,3737,45.39,169618.74,0.00711,0.0076,34,0.123,0.8556,0,16466.08,13842.43,0.7522,1
M02094,fuel,daily,1417,73.53,104198.19,0.00432,0.00587,353,0.1518,1.0116,0,13948.98,9911.05,0.2415,0
M02095,healthcare,daily,1236,134.33,166031.57,0.0002,0.0002,136,0.1371,0.8835,0,10266.11,7800.75,0.0097,0
M02096,retail,weekly,1524,90.83,138422.01,0.00728,0.01272,7,0.1619,0.8203,0,8875.96,8225.81,0.9441,1
M02097,grocery,daily,1525,30.05,45825.31,0.00314,0.00432,109,0.4721,0.679,0,2874.04,2410.08,0.2482,0
M02098,gaming,daily,926,79.53,73645.85,0.0002,0.00025,79,0.1717,0.8317,0,12665.89,9876.99,0.0171,0
M02099,grocery,daily,2883,50.29,144988.79,0.00212,0.0018,56,0.3877,0.6201,0,22212.19,19130.67,0.0856,0
M02100,retail,daily,2986,97.18,290168.58,0.00581,0.00597,3,0.096,0.6611,0,31151.8,26338.61,0.5548,0
M02101,restaurants,twice_weekly,2623,49.16,128943.11,0.00569,0.0052,108,0.0428,0.7941,0,12251.25,10615.62,0.3664,1
M02102,grocery,weekly,2351,25.68,60376.26,0.00198,0.0022,64,0.5543,1.1583,0,3850.64,2976.52,0.0508,0
M02103,restaurants,weekly,332,38.1,12650.1,0.00817,0.01398,51,0.3529,0.6413,0,1421.54,1433.2,0.9844,1
M02104,electronics,twice_weekly,2236,316.62,707962.05,0.01167,0.01906,24,0.2561,1.1124,0,115625.38,84730.79,0.999,1
M02105,digital_services,twice_weekly,1098,93.41,102559.46,0.02606,0.02782,18,0.1685,0.4718,0,14671.88,14698.95,1.0,1
M02106,marketplace,daily,2618,60.87,159364.95,0.01298,0.01645,13,0.1962,0.7286,0,22955.4,18811.34,0.999,1
M02107,marketplace,weekly,1310,60.83,79692.74,0.01107,0.00915,10,0.2246,0.767,0,11454.96,10893.59,0.9761,1
M02108,electronics,daily,777,326.93,254021.06,0.00173,0.00243,14,0.0658,0.9063,0,28387.56,21320.8,0.0433,0
M02109,retail,daily,400,74.03,29613.8,0.00893,0.00921,228,0.2744,0.8559,0,2723.37,2098.34,0.924,1
M02110,fuel,weekly,906,34.81,31540.42,0.00359,0.00377,92,0.1802,0.8556,0,4650.25,4235.04,0.134,0
M02111,gaming,weekly,3953,90.66,358389.96,0.01704,0.01484,122,0.0669,0.542,0,47817.77,50370.34,0.9998,1
M02112,gaming,daily,909,116.05,105488.43,0.0237,0.03929,40,0.1181,0.678,0,16440.64,13793.32,1.0,1
M02113,fuel,twice_weekly,892,59.06,52678.09,0.00095,0.00141,206,0.0454,0.8322,0,8045.6,6842.48,0.0179,0
M02114,digital_services,daily,2796,73.19,204640.41,0.02363,0.02719,16,0.1029,0.6878,0,34858.83,29113.54,1.0,1
M02115,grocery,daily,741,34.49,25556.74,0.00317,0.00303,31,0.09,0.7013,0,1719.06,1426.8,0.0981,0
M02116,healthcare,daily,9211,195.76,1803143.8,0.00196,0.00349,17,0.2833,0.9113,0,147398.15,110422.53,0.1092,0
M02117,retail,daily,653,112.41,73404.37,0.00307,0.00455,69,0.3992,0.6661,0,10567.02,8913.68,0.2544,0
M02118,grocery,daily,2128,37.06,78874.02,0.00052,0.00093,16,0.1529,0.7552,0,8731.08,7065.48,0.0179,0
M02119,grocery,daily,1433,51.74,74140.46,0.00026,0.00042,4,0.185,0.6478,0,10192.88,8669.96,0.0176,0
M02120,retail,daily,896,116.12,104043.5,0.00468,0.00381,100,0.1216,0.6981,0,16288.08,13539.15,0.246,0
M02121,retail,daily,1050,77.99,81885.89,0.00553,0.00517,40,0.038,0.7906,0,8885.62,7069.58,0.3483,0
M02122,grocery,weekly,1707,43.94,75002.44,0.00319,0.00425,123,0.1918,0.8319,0,8932.4,8231.15,0.1373,0
M02123,retail,twice_weekly,1842,44.51,81992.04,0.0115,0.00858,25,0.02,0.7386,0,6934.78,6170.44,0.9619,1
M02124,fuel,weekly,251,59.71,14987.73,0.00361,0.00412,69,0.1225,0.9333,0,991.99,868.36,0.1203,0
M02125,retail,daily,988,115.17,113788.92,0.00963,0.01542,312,0.1296,0.6431,0,7958.68,6784.12,0.9926,1
M02126,retail,twice_weekly,1831,118.01,216084.03,0.00409,0.00464,1,0.2638,0.6204,0,33372.69,31351.58,0.3561,1
M02127,retail,weekly,1214,57.57,69889.15,0.00415,0.00427,365,0.1914,0.9192,1,5306.97,4679.45,0.4082,0
M02128,retail,daily,872,88.31,77007.36,0.00209,0.00158,6,0.1221,0.8203,0,13729.43,10766.3,0.0415,0
M02129,grocery,daily,6189,33.03,204397.62,0.0002,0.00026,70,0.1247,0.8051,0,14991.16,11843.81,0.0107,0
M02130,grocery,daily,721,23.07,16634.6,0.00157,0.00116,62,0.333,0.6622,0,1128.2,953.39,0.0448,0
M02131,fuel,daily,809,44.65,36124.19,0.00364,0.0032,278,0.1345,0.8047,0,4973.5,3930.05,0.1161,0
M02132,restaurants,daily,1990,55.06,109564.82,0.00162,0.00227,35,0.1292,0.8479,0,12597.96,9745.33,0.0377,0
M02133,electronics,daily,2563,173.89,445687.06,0.0142,0.01497,165,0.3343,0.549,0,54648.31,48561.64,0.9995,1
M02134,healthcare,daily,2345,183.0,429133.91,0.00301,0.00496,75,0.2652,0.6632,0,36944.76,31205.44,0.2395,0
